58fbdf4f-e36e-4e2a-a4ba-142c2262fc54,e0885384-a123-450a-b35e-e232e377b127,Test Add,e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.385886,,,User(userId=e0885384-a123-450a-b35e-e232e377b127, username=Test Add, password=fkskds, role=ADMIN)
f2ab2601-b588-482b-b5bf-799bcccccf4a,8da9cb7d-fde8-4a5d-af8b-344132664432,Deleted user,e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.399378,,,User(userId=8da9cb7d-fde8-4a5d-af8b-344132664432, username=Deleted user, password=fkskds, role=ADMIN)
d4ebf8c3-b8d9-4390-b9a6-6645582ca070,bb764e97-7fbc-46a3-94fe-8846382579ac,User name 1),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.404704,,,User(userId=bb764e97-7fbc-46a3-94fe-8846382579ac, username=User name 1), password=Password 1, role=MATE)
d1b05434-3c0d-4553-9f52-92e517bdae47,2a5430ae-3ea8-4f27-831c-009f46bf61d2,User name 2),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.405817,,,User(userId=2a5430ae-3ea8-4f27-831c-009f46bf61d2, username=User name 2), password=Password 2, role=MATE)
fa2570d9-d907-467c-a0fd-30ba6d2b8f2c,6ab1c0d2-d818-463b-aec8-e31e54f8fef5,User name 3),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.406593,,,User(userId=6ab1c0d2-d818-463b-aec8-e31e54f8fef5, username=User name 3), password=Password 3, role=MATE)
790560a2-c5e3-4f90-a198-e590bd297ecc,d7d2a7b0-4b60-44da-b099-5ad80e0e0df8,User name 4),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.407310,,,User(userId=d7d2a7b0-4b60-44da-b099-5ad80e0e0df8, username=User name 4), password=Password 4, role=ADMIN)
be1e76cc-0059-484b-ba57-0f03d2557964,8b92958c-de17-4483-bad8-282a38bc349d,User name 5),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.408023,,,User(userId=8b92958c-de17-4483-bad8-282a38bc349d, username=User name 5), password=Password 5, role=MATE)
c33f1d45-f758-4e0c-8b86-f3b736c0edb3,5feb7cde-5dfc-41f1-8ed2-550f782b83f8,User name 6),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.408861,,,User(userId=5feb7cde-5dfc-41f1-8ed2-550f782b83f8, username=User name 6), password=Password 6, role=ADMIN)
c47cd754-53cb-46c1-89bf-c0ea1c3f9d82,e3ec7cfb-c94f-4a7c-8e73-adf6ee81bec3,User name 7),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.409796,,,User(userId=e3ec7cfb-c94f-4a7c-8e73-adf6ee81bec3, username=User name 7), password=Password 7, role=MATE)
8ca8d833-8416-4499-b434-714fc6514e96,22baf659-0f94-42c4-a7db-fb6b4b07f847,User name 8),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.410688,,,User(userId=22baf659-0f94-42c4-a7db-fb6b4b07f847, username=User name 8), password=Password 8, role=MATE)
266f6104-90a4-42c8-a1c7-ec1f97dfc34f,1931052e-b52a-4f7e-8202-a1049d75a641,User name 9),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.411719,,,User(userId=1931052e-b52a-4f7e-8202-a1049d75a641, username=User name 9), password=Password 9, role=ADMIN)
74688534-2e0e-44cf-96a7-b5b63169170d,c7c1e798-a616-44d8-a3a6-1af2b344d3ba,User name 10),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.412664,,,User(userId=c7c1e798-a616-44d8-a3a6-1af2b344d3ba, username=User name 10), password=Password 10, role=MATE)
04aa67a0-f92c-491b-9577-33621dab1935,3cb4b432-a5d8-424a-9bed-4a1fe8265189,User name 11),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.413649,,,User(userId=3cb4b432-a5d8-424a-9bed-4a1fe8265189, username=User name 11), password=Password 11, role=ADMIN)
2671c8d1-9482-4d2e-88db-ec5452c64802,97f4f651-bd85-4467-9fab-9f7496efcd30,User name 12),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.414638,,,User(userId=97f4f651-bd85-4467-9fab-9f7496efcd30, username=User name 12), password=Password 12, role=MATE)
b9434250-a36c-41dd-8fee-dd3efe07d81e,9c441028-ca4b-4f94-9073-0e8e84b54c67,User name 13),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.415542,,,User(userId=9c441028-ca4b-4f94-9073-0e8e84b54c67, username=User name 13), password=Password 13, role=MATE)
06810eff-1954-4166-a67b-c70e2679f5e1,cd242c40-4548-48e0-9e88-c2cea11c22ad,User name 14),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.416640,,,User(userId=cd242c40-4548-48e0-9e88-c2cea11c22ad, username=User name 14), password=Password 14, role=ADMIN)
48bfed7d-a362-45a9-b335-b276e2b48fad,53ce8d99-001f-41b8-b575-6c2f710a7ba0,User name 15),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.417716,,,User(userId=53ce8d99-001f-41b8-b575-6c2f710a7ba0, username=User name 15), password=Password 15, role=ADMIN)
e500d9a8-5b9a-4f15-a8f2-a7abcddd539b,3493e9ad-4f0b-486d-b6cd-047297d066dd,User name 16),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.418846,,,User(userId=3493e9ad-4f0b-486d-b6cd-047297d066dd, username=User name 16), password=Password 16, role=ADMIN)
f56794f4-f1be-4e74-b472-6fa6233ad38e,0b204f5d-51a6-4915-ba28-6df5b4725fa5,User name 17),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.420160,,,User(userId=0b204f5d-51a6-4915-ba28-6df5b4725fa5, username=User name 17), password=Password 17, role=MATE)
70f0af5e-3a36-4d2e-8886-7f244c94fdca,1e4098d2-a4af-4d8b-969c-41fce3f77e87,User name 18),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.421171,,,User(userId=1e4098d2-a4af-4d8b-969c-41fce3f77e87, username=User name 18), password=Password 18, role=ADMIN)
dcac731e-d3d5-47d5-9eb7-af7151695293,84951cca-5a3c-4b27-94c9-5bcb0f1f6390,User name 19),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.422388,,,User(userId=84951cca-5a3c-4b27-94c9-5bcb0f1f6390, username=User name 19), password=Password 19, role=ADMIN)
d95331f2-f7c6-4270-873f-3b6774c923d7,4ac4b3fa-4ffa-4eca-9145-375e27240ec2,User name 20),e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.423600,,,User(userId=4ac4b3fa-4ffa-4eca-9145-375e27240ec2, username=User name 20), password=Password 20, role=MATE)
690ab8a4-05c5-4dbc-ae1f-9a97c5f42226,8da9cb7d-fde8-4a5d-af8b-344132664432,Deleted user,e0885384-a123-450a-b35e-e232e377b127,Test Add,DELETE,2025-05-09T16:26:12.425631,,User(userId=8da9cb7d-fde8-4a5d-af8b-344132664432, username=Deleted user, password=fkskds, role=ADMIN),User(userId=8da9cb7d-fde8-4a5d-af8b-344132664432, username=Deleted user, password=fkskds, role=ADMIN)
3ff626b1-c809-4832-aeed-03628e51cfb8,e0885384-a123-450a-b35e-e232e377b127,Abdo edit name,e0885384-a123-450a-b35e-e232e377b127,Test Add,UPDATE,2025-05-09T16:26:12.428132,user,User(userId=e0885384-a123-450a-b35e-e232e377b127, username=Test Add, password=fkskds, role=ADMIN),User(userId=e0885384-a123-450a-b35e-e232e377b127, username=Abdo edit name, password=abdo edit password, role=ADMIN)
6cb29280-f6e4-43d2-beb4-4eee5ec4b66a,ae2ed86f-8979-4e59-b5c0-e72623507f58,Project1,e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.432327,,,Project1
ba46fa0b-3419-4c62-a67f-b1b1795cb868,a1d2b674-1ce0-4a68-863c-634c580ab7f5,Project1,e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.435623,,,Project1
52929c96-6f63-41d1-9950-b61151e20ed5,a1d2b674-1ce0-4a68-863c-634c580ab7f5,Project2 Edited,e0885384-a123-450a-b35e-e232e377b127,Test Add,UPDATE,2025-05-09T16:26:12.437107,projectDescription,Project(projectId=a1d2b674-1ce0-4a68-863c-634c580ab7f5, projectName=Project1, projectDescription=Description1, createdAt=1999-08-07T22:22:22, adminId=e0885384-a123-450a-b35e-e232e377b127, taskStates=[TaskState(stateId=a0b0802a-9b85-4859-8431-b23db23307a3, name=Backlog), TaskState(stateId=4decb4f2-373c-481d-a3b5-e6994d930302, name=In Progress)]),Project(projectId=a1d2b674-1ce0-4a68-863c-634c580ab7f5, projectName=Project2 Edited, projectDescription=Description2 Edited, createdAt=1999-08-07T22:22:22, adminId=e0885384-a123-450a-b35e-e232e377b127, taskStates=[TaskState(stateId=a0b0802a-9b85-4859-8431-b23db23307a3, name=Backlog), TaskState(stateId=4decb4f2-373c-481d-a3b5-e6994d930302, name=In Progress)])
b860665e-fdb9-4e49-8638-0c3c884aa510,ae2ed86f-8979-4e59-b5c0-e72623507f58,Project1,e0885384-a123-450a-b35e-e232e377b127,Test Add,CREATE,2025-05-09T16:26:12.438658,,,Project1
dad09534-8eee-45b5-8213-137f15ca8201,1bda4abb-3dee-4909-922e-b699c11438d3,Find Devil Devil Bareq,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,CREATE,2025-05-09T16:26:37.451830,,,Find Devil Devil Bareq
268964bb-7353-4bdf-8ac3-3c55d7b5a038,a9163cee-a6c8-4e8f-abbb-0517db3d4ed4,Find Devil Devil Bareq,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,CREATE,2025-05-09T16:26:37.471518,,,Find Devil Devil Bareq
5b41185b-f7fd-417b-b727-32fceada6959,1e25e716-59b3-47c7-af8e-66276af72374,Task title 1,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,CREATE,2025-05-09T16:26:37.473677,,,Task title 1
ecdc70d2-de95-47e3-8d5a-2c930fe3c758,e25974a9-3294-43d1-9679-c47a08708cdf,Task title 2,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,CREATE,2025-05-09T16:26:37.474027,,,Task title 2
79ae1ef3-71cc-4ab2-8c2c-6c7bd1854af4,338ecd12-223d-4450-92ca-cfe3d23e87a2,Task title 3,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,CREATE,2025-05-09T16:26:37.474353,,,Task title 3
5299f09f-a611-4e8b-95c7-328e21a96981,5f16f43d-d210-487c-9ca9-4054ae2a08a1,Task title 4,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,CREATE,2025-05-09T16:26:37.474599,,,Task title 4
cb54ad07-83b5-4c07-b60d-7dde55ad386e,e579db25-71d8-4dd3-bf11-b5ce2fd7b21c,Task title 5,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,CREATE,2025-05-09T16:26:37.474868,,,Task title 5
d819d671-6a6d-4e23-b97a-67eb6ff3e8c3,c9ba5444-8d03-45f0-bad1-fc5e55d5dcd9,Task title 6,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,CREATE,2025-05-09T16:26:37.475115,,,Task title 6
14302ceb-bfe5-4f40-9772-0b137d676463,dbf014a4-ea46-447e-9906-3f118c3c46fd,Task title 7,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,CREATE,2025-05-09T16:26:37.475382,,,Task title 7
47049fde-9d26-4354-b678-c116d7377e17,5313cdc8-e526-41a2-b099-d5d3e64826dc,Task title 8,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,CREATE,2025-05-09T16:26:37.475661,,,Task title 8
af3abf15-2de7-425a-8fe1-8a3a89a3b23e,d131bf60-37fb-4f6d-ae01-e5e9114d9333,Task title 9,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,CREATE,2025-05-09T16:26:37.475931,,,Task title 9
6799f9f9-45a1-4c8a-8cee-bd5d6c988622,5028df95-e164-4d41-b436-ab616b23d003,Task title 10,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,CREATE,2025-05-09T16:26:37.476290,,,Task title 10
1107eea1-026b-4e32-a276-331c06001c41,1bda4abb-3dee-4909-922e-b699c11438d3,Task Edited,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,UPDATE,2025-05-09T16:26:37.482997,ffff,Task(taskId=1bda4abb-3dee-4909-922e-b699c11438d3, title=Find Devil Devil Bareq, description=try to find Devil Bareq and put him in the jail, createdAt=2023-01-01T12:00, creatorId=875db881-228c-4b43-9ccb-f08b0f6ab91a, projectId=c47c8ab7-4d9b-44e0-8f56-217b833cb897, assignedId=875db881-228c-4b43-9ccb-f08b0f6ab91a, state=TaskState(stateId=57e19409-c30e-4054-a0e1-b4b99679c914, name=todo), role=MATE),Task(taskId=1bda4abb-3dee-4909-922e-b699c11438d3, title=Task Edited, description=Description Edited, createdAt=2023-01-01T12:00, creatorId=875db881-228c-4b43-9ccb-f08b0f6ab91a, projectId=c47c8ab7-4d9b-44e0-8f56-217b833cb897, assignedId=875db881-228c-4b43-9ccb-f08b0f6ab91a, state=TaskState(stateId=57e19409-c30e-4054-a0e1-b4b99679c914, name=todo), role=MATE)
5102e7f2-288d-4e07-a199-28ef279868d7,a9163cee-a6c8-4e8f-abbb-0517db3d4ed4,Find Devil Devil Bareq,875db881-228c-4b43-9ccb-f08b0f6ab91a,Test Add,DELETE,2025-05-09T16:26:37.484745,,Task(taskId=a9163cee-a6c8-4e8f-abbb-0517db3d4ed4, title=Find Devil Devil Bareq, description=try to find Devil Bareq and put him in the jail, createdAt=2023-01-01T12:00, creatorId=875db881-228c-4b43-9ccb-f08b0f6ab91a, projectId=c47c8ab7-4d9b-44e0-8f56-217b833cb897, assignedId=875db881-228c-4b43-9ccb-f08b0f6ab91a, state=TaskState(stateId=57e19409-c30e-4054-a0e1-b4b99679c914, name=todo), role=MATE),
52b4a635-a080-460b-8afe-a88529ce90d5,5331a3d1-b8da-480b-8748-0385599f064a,Find Devil Devil Bareq,88c19eba-40c7-44a6-957c-967570991888,Test Add,CREATE,2025-05-09T16:27:30.990189,,,Find Devil Devil Bareq
f499603c-807f-430c-9863-346d3ce9ca82,f5ff16f3-45e9-40e5-b20e-a3bee8bf406a,Find Devil Devil Bareq,88c19eba-40c7-44a6-957c-967570991888,Test Add,CREATE,2025-05-09T16:27:31.009204,,,Find Devil Devil Bareq
3de55554-2b68-4b35-a061-86fddd949079,190fca32-bfb4-4abf-a698-d957c21ba3b2,Task title 1,88c19eba-40c7-44a6-957c-967570991888,Test Add,CREATE,2025-05-09T16:27:31.014121,,,Task title 1
f917433e-aa2b-40c1-b5b8-3fed8b7ec8cb,a8f14475-b2db-4b4a-8e4a-a01a7f1f26e3,Task title 2,88c19eba-40c7-44a6-957c-967570991888,Test Add,CREATE,2025-05-09T16:27:31.023961,,,Task title 2
aebf727d-b187-464d-b88a-d8a7ff32ddc3,d3bd4737-4e2e-44eb-a217-ca431f1dce6b,Task title 3,88c19eba-40c7-44a6-957c-967570991888,Test Add,CREATE,2025-05-09T16:27:31.028309,,,Task title 3
d7a24e79-0fc5-497d-9c89-bb5cee177b72,c27cfb56-c0ec-47af-a4f1-d50c6f8207de,Task title 4,88c19eba-40c7-44a6-957c-967570991888,Test Add,CREATE,2025-05-09T16:27:31.029812,,,Task title 4
